scaffold	start	end	mid	sites	lnL
chr18	758519	759161	758832	50	-445.16292
chr18	759176	759742	759500	50	-372.96865
chr18	759757	760462	760029	50	-383.74498
chr18	760495	761061	760799	50	-375.18664
chr18	761064	761674	761355	50	-428.57739
chr18	761683	762321	762016	50	-352.22175
chr18	762336	763152	762810	50	-458.05132
chr18	763156	765527	764106	50	-330.72669
chr18	765549	766166	765855	50	-303.49356
chr18	766208	766856	766588	50	-298.73895
chr18	766904	767580	767246	50	-352.57412
chr18	767582	768065	767834	50	-368.82540
chr18	768069	768834	768480	50	-372.15813
chr18	768867	769403	769108	50	-412.18814
chr18	769406	770102	769815	50	-430.65025
chr18	770149	770744	770390	50	-298.40199
chr18	770756	771383	770989	50	-274.01577
chr18	771386	771982	771734	50	-475.13854
chr18	771984	772663	772325	50	-451.50536
chr18	772669	773396	773044	50	-441.07578
chr18	773404	774993	774479	50	-338.92113
chr18	774997	775539	775279	50	-400.46809
chr18	775548	776403	776004	50	-360.83561
chr18	776432	777318	776943	50	-385.69598
chr18	777334	777989	777704	50	-392.10904
chr18	778018	778696	778337	50	-300.46625
chr18	778700	779406	779060	50	-358.40878
chr18	779413	780165	779719	50	-320.11539
chr18	780166	780899	780439	50	-350.44312
chr18	780901	781581	781193	50	-416.10113
chr18	781594	782790	782230	50	-386.59024
chr18	782802	783247	783008	50	-263.71096
chr18	783256	783763	783568	50	-385.11766
chr18	783771	784400	784129	50	-283.81810
chr18	784405	784883	784685	50	-322.50063
chr18	784893	785325	785112	50	-324.19649
chr18	785333	785964	785651	50	-333.19496
chr18	785975	786745	786324	50	-261.26634
chr18	786747	787649	787227	50	-302.76122
chr18	787678	788542	788110	50	-391.80424
chr18	788550	789630	789085	50	-419.33298
chr18	789648	790533	790128	50	-318.20309
chr18	790567	791455	791093	50	-385.80075
chr18	791468	792546	791880	50	-428.98115
chr18	792559	792866	792717	50	-321.54954
chr18	792870	793362	793130	50	-324.35798
chr18	793376	794197	793800	50	-344.18039
chr18	794208	794725	794459	50	-443.39909
chr18	794761	795567	795146	50	-285.05520
chr18	795572	796147	795856	50	-326.53596
chr18	796150	796786	796483	50	-307.36231
chr18	796791	797840	797134	50	-329.65241
chr18	797847	798553	798252	50	-274.47851
chr18	798594	799448	798941	50	-375.15751
chr18	799449	800639	800058	50	-430.13549
chr18	800642	802009	801202	50	-296.68635
chr18	802016	802760	802318	50	-349.84672
chr18	802774	803523	803223	50	-359.44934
chr18	803525	803763	803649	50	-330.96979
chr18	803764	804124	803938	50	-389.55526
chr18	804128	804721	804363	50	-461.13309
chr18	804722	805524	805147	50	-434.39533
chr18	805525	805879	805725	50	-406.59505
chr18	805881	806729	806351	50	-494.61780
chr18	806733	807363	807027	50	-432.65704
chr18	807366	807996	807623	50	-363.10779
chr18	808002	808667	808356	50	-281.88072
chr18	808676	809146	808897	50	-267.44727
chr18	809151	809549	809372	50	-334.64981
chr18	809552	810351	809986	50	-404.60414
chr18	810383	810956	810709	50	-426.91567
chr18	810962	811973	811320	50	-437.64801
chr18	811977	812576	812307	50	-438.41236
chr18	812578	812893	812724	50	-349.34356
chr18	812897	813417	813172	50	-496.78784
chr18	813419	813987	813692	50	-402.06996
chr18	814007	814622	814364	50	-382.74300
chr18	814632	815145	814950	50	-319.42292
chr18	815154	815653	815444	50	-322.97933
chr18	815671	816262	815955	50	-424.43691
chr18	816286	817107	816583	50	-430.69461
chr18	817114	818399	817905	50	-359.23031
chr18	818480	819295	818845	50	-426.13959
chr18	819301	819725	819522	50	-389.90925
chr18	819747	820252	820013	50	-383.43129
chr18	820258	820933	820700	50	-389.53800
chr18	820956	821245	821114	50	-458.30103
chr18	821256	822382	821971	50	-791.76730
chr18	822877	823576	823214	50	-494.52648
chr18	823579	824154	823822	50	-496.73794
chr18	824169	824618	824438	50	-362.79604
chr18	824898	825676	825296	50	-340.58422
chr18	825678	826194	825893	50	-513.62027
chr18	826201	826573	826412	50	-374.74521
chr18	826574	826937	826774	50	-398.68912
chr18	826949	827542	827201	50	-399.18641
chr18	827544	827986	827741	50	-395.20096
chr18	827993	828545	828213	50	-546.34990
chr18	828563	829248	828904	50	-508.45931
chr18	829253	829914	829651	50	-407.12765
chr18	829918	830312	830168	50	-400.44518
chr18	830313	830841	830616	50	-549.71597
chr18	830859	831747	831473	50	-510.99571
chr18	831748	832397	832124	50	-547.40172
chr18	832415	833220	832637	50	-420.82668
chr18	833228	833786	833503	50	-528.31760
chr18	833788	834249	834050	50	-409.95975
chr18	834256	834755	834490	50	-326.06934
chr18	834766	835537	835106	50	-444.42023
chr18	835539	836329	836029	50	-415.77768
chr18	836355	836941	836602	50	-301.76631
chr18	836942	837440	837197	50	-373.59036
chr18	837445	838141	837769	50	-352.03125
chr18	838146	839186	838802	50	-443.03763
chr18	839195	839803	839478	50	-385.88758
chr18	839827	840707	840189	50	-398.42560
chr18	840731	841442	841061	50	-307.15832
chr18	841497	842363	841971	50	-261.29195
chr18	842369	842993	842647	50	-393.07179
chr18	842998	843810	843339	50	-466.67577
chr18	843825	844316	844060	50	-385.21518
chr18	844319	844952	844612	50	-426.87017
chr18	844977	845654	845308	50	-376.68616
chr18	845658	846268	845976	50	-300.31641
chr18	846277	846930	846578	50	-309.25729
chr18	846935	848177	847667	50	-397.44599
chr18	848179	849234	848761	50	-456.40621
chr18	849236	850859	850189	50	-389.84852
chr18	850862	851361	851130	50	-361.50964
chr18	851362	852024	851614	50	-447.32291
chr18	852082	852860	852560	50	-687.27011
chr18	852864	853908	853415	50	-449.09696
chr18	853916	854810	854426	50	-659.09233
chr18	854844	855434	855179	50	-563.84122
chr18	855435	856108	855637	50	-472.38085
chr18	856110	856657	856359	50	-389.11553
chr18	856658	857213	856942	50	-343.72138
chr18	857216	857662	857392	50	-407.55510
chr18	857667	858340	857879	50	-523.08979
chr18	858350	858778	858528	50	-450.54059
chr18	858803	859346	859081	50	-314.23878
chr18	859353	860033	859691	50	-423.13109
chr18	860034	860581	860302	50	-471.09192
chr18	860586	860976	860783	50	-362.01942
chr18	860977	861472	861131	50	-304.76981
chr18	861476	862094	861741	50	-312.67136
chr18	862099	862450	862268	50	-330.17748
chr18	862460	862839	862656	50	-296.17586
chr18	862841	863205	863041	50	-380.48955
chr18	863224	863680	863505	50	-363.19862
chr18	863702	864204	863933	50	-596.31549
chr18	864231	864734	864467	50	-327.78379
chr18	864735	865363	865043	50	-479.56843
chr18	865364	866165	865694	50	-486.94985
chr18	866166	867422	866791	50	-374.88093
chr18	867442	867966	867689	50	-393.93348
chr18	867971	868731	868425	50	-358.56088
chr18	868737	871890	869581	50	-416.41087
chr18	871891	876952	875023	50	-365.29663
chr18	876959	877455	877240	50	-432.05201
chr18	877456	877962	877690	50	-354.78974
chr18	877975	878677	878255	50	-356.29151
chr18	878690	879296	879049	50	-409.42628
chr18	879302	879695	879503	50	-443.39011
chr18	879709	880145	879953	50	-348.86086
chr18	880152	880596	880392	50	-424.53592
chr18	880598	881188	881013	50	-624.38209
chr18	881195	881935	881565	50	-572.20399
chr18	881947	882780	882289	50	-460.02969
chr18	882782	883395	883047	50	-570.84937
chr18	883408	883878	883671	50	-385.13568
chr18	883880	884345	884090	50	-430.43607
chr18	884361	884727	884522	50	-456.15796
chr18	884730	885288	885025	50	-331.37033
chr18	885298	886441	886072	50	-283.04389
chr18	886443	886976	886771	50	-390.25612
chr18	886977	888117	887454	50	-376.78942
chr18	888120	888803	888378	50	-474.15654
chr18	888805	889604	889227	50	-456.50108
chr18	889605	890270	889917	50	-513.51435
chr18	890282	891416	890891	50	-354.90538
chr18	891438	891803	891628	50	-296.59293
chr18	891807	892279	892018	50	-396.08417
chr18	892307	892666	892494	50	-299.76713
chr18	892668	893006	892840	50	-372.57025
chr18	893007	893445	893234	50	-394.09203
chr18	893449	894756	894086	50	-394.81325
chr18	894757	895300	895124	50	-433.24883
chr18	895302	895805	895587	50	-276.60583
chr18	895808	896788	896501	50	-394.01148
chr18	896813	897269	897043	50	-323.65776
chr18	897276	897731	897488	50	-357.62608
chr18	897745	898152	897923	50	-285.28778
chr18	898164	898545	898360	50	-396.79864
chr18	898547	899123	898842	50	-342.65437
chr18	899126	899454	899272	50	-219.64123
chr18	899456	899784	899637	50	-274.85661
chr18	899785	900428	900085	50	-257.54189
chr18	900446	901210	900826	50	-313.21921
chr18	901214	902151	901858	50	-362.85346
chr18	902153	902537	902341	50	-402.31302
chr18	902539	903217	902882	50	-323.44937
chr18	903222	904364	903819	50	-285.50026
chr18	904368	904864	904597	50	-325.75000
chr18	904866	905651	905283	50	-346.81702
chr18	905732	906499	906139	50	-336.33298
chr18	906516	907066	906839	50	-357.40649
chr18	907067	907650	907309	50	-389.05609
chr18	907659	908050	907803	50	-397.72610
chr18	908055	912149	909548	50	-359.68446
chr18	912194	914896	913370	50	-578.01467
chr18	914903	915529	915231	50	-443.59088
chr18	915530	916039	915810	50	-462.05120
chr18	916043	916549	916333	50	-319.01659
chr18	916550	917073	916800	50	-494.33323
chr18	917076	917518	917256	50	-333.47347
chr18	917526	917890	917710	50	-412.64775
chr18	917899	918472	918231	50	-438.64143
chr18	918474	918965	918704	50	-559.42285
chr18	918967	919360	919129	50	-391.81970
chr18	919367	919897	919691	50	-273.62051
chr18	919901	920495	920152	50	-321.25722
chr18	920497	920794	920626	50	-389.65941
chr18	920840	921289	921071	50	-366.07284
chr18	921292	921842	921632	50	-400.90492
chr18	921843	922122	921963	50	-352.10717
chr18	922136	922627	922384	50	-423.96903
chr18	922630	923158	922908	50	-396.57689
chr18	923164	923443	923310	50	-472.93290
chr18	923449	923711	923582	50	-421.31929
chr18	923712	925296	924210	50	-446.76071
chr18	925302	926857	925894	50	-509.94863
chr18	926858	927574	927259	50	-580.51094
chr18	927596	928077	927813	50	-433.97254
chr18	928080	928836	928439	50	-828.21104
chr18	928849	929245	929036	50	-563.71114
chr18	929262	930238	929745	50	-613.58793
chr18	930240	930739	930432	50	-598.13934
chr18	930756	931240	930960	50	-408.07145
chr18	931246	931738	931504	50	-350.86253
chr18	931739	932321	931972	50	-517.63260
chr18	932323	932957	932637	50	-642.50055
chr18	932978	933473	933233	50	-595.77676
chr18	933483	933871	933698	50	-428.20897
chr18	933895	934345	934128	50	-491.56007
chr18	934353	935142	934731	50	-535.33115
chr18	935151	935678	935406	50	-484.77523
chr18	935717	935970	935834	50	-320.71604
chr18	935972	936292	936130	50	-388.13835
chr18	936305	938417	937135	50	-522.12266
chr18	938418	939204	938930	50	-323.48676
chr18	939234	939758	939512	50	-525.91957
chr18	939759	940253	940043	50	-398.80279
chr18	940257	940707	940478	50	-343.70782
chr18	940719	941479	941080	50	-480.82293
chr18	941508	942252	941900	50	-278.13131
chr18	942254	943131	942525	50	-371.27232
chr18	943132	943734	943413	50	-302.86293
chr18	943740	944226	943959	50	-310.83269
chr18	944228	945720	944968	50	-583.55855
chr18	945723	946255	946021	50	-415.65178
chr18	946257	946765	946498	50	-557.54640
chr18	946792	947294	947035	50	-509.23741
chr18	947308	947916	947626	50	-422.92022
chr18	947927	948409	948155	50	-396.87671
chr18	948414	949511	948760	50	-380.81305
chr18	949516	950037	949775	50	-369.75154
chr18	950044	950535	950301	50	-493.48808
chr18	950554	951285	950933	50	-441.17136
chr18	951287	951756	951529	50	-530.54631
chr18	951757	952194	952005	50	-427.65952
chr18	952196	952742	952402	50	-443.06382
chr18	952746	953607	953276	50	-329.79728
chr18	953612	953987	953796	50	-414.70762
chr18	953994	955034	954334	50	-563.76589
chr18	955041	955787	955390	50	-475.74317
chr18	955798	956292	956011	50	-390.23367
chr18	956305	957324	956743	50	-614.38734
chr18	957335	957939	957629	50	-459.62698
chr18	957944	958678	958272	50	-527.18423
chr18	958701	959280	959013	50	-374.75663
chr18	959281	960137	959690	50	-407.97176
chr18	960141	960544	960372	50	-380.23830
chr18	960558	961103	960768	50	-487.22594
chr18	961112	961680	961457	50	-392.71360
chr18	961687	962442	962118	50	-392.79256
chr18	962928	964123	963382	50	-309.57655
chr18	964124	964855	964509	50	-498.65149
chr18	964868	965604	965240	50	-340.47759
chr18	965607	966023	965836	50	-349.83589
chr18	966039	967075	966571	50	-298.12212
chr18	967079	967684	967351	50	-344.85884
chr18	967705	968691	968295	50	-300.20312
chr18	968692	969524	969242	50	-357.05550
chr18	969532	971430	970182	50	-256.27847
chr18	971445	971913	971697	50	-322.85113
chr18	971923	972991	972418	50	-313.75399
chr18	972992	973908	973400	50	-317.06618
chr18	973915	974594	974204	50	-261.42440
chr18	974605	975235	974889	50	-409.27891
chr18	975272	979255	976885	50	-340.60014
chr18	979285	980012	979592	50	-335.59080
chr18	980031	981351	980705	50	-428.09499
chr18	981360	981827	981565	50	-296.26724
chr18	981871	982452	982155	50	-440.24628
chr18	982480	982914	982711	50	-362.26972
chr18	982916	983798	983294	50	-447.59062
chr18	983816	984869	984302	50	-319.27027
chr18	984873	985851	985350	50	-285.43590
chr18	985852	987612	986626	50	-380.36066
chr18	987618	988143	987863	50	-411.76748
chr18	988144	989050	988504	50	-261.88582
chr18	989074	989771	989430	50	-302.27458
chr18	989777	990804	990236	50	-271.77236
chr18	990805	991572	991217	50	-302.51912
chr18	991644	992477	992128	50	-292.11709
chr18	992541	993323	992963	50	-287.94513
chr18	993342	995518	994636	50	-341.78163
chr18	995519	996591	996029	50	-472.43317
chr18	996593	997453	996964	50	-430.42482
chr18	997483	998115	997813	50	-341.96408
chr18	998149	1000172	999400	50	-396.98564
chr18	1000250	1000887	1000569	50	-363.42549
chr18	1000892	1001822	1001330	50	-338.46523
chr18	1001824	1002454	1002138	50	-351.97407
chr18	1002462	1003350	1002905	50	-409.94812
chr18	1004620	1005772	1005421	50	-294.83039
chr18	1005775	1006850	1006363	50	-283.41902
chr18	1006856	1007722	1007240	50	-405.99214
chr18	1007731	1008467	1008112	50	-388.18044
chr18	1008482	1009453	1009100	50	-302.72462
chr18	1009463	1010772	1010128	50	-282.69774
chr18	1010775	1011406	1011063	50	-377.10672
chr18	1011424	1012613	1012169	50	-344.33834
chr18	1012629	1013375	1012918	50	-284.95379
chr18	1013404	1014011	1013701	50	-397.52235
chr18	1014029	1014702	1014374	50	-297.94248
chr18	1014708	1015353	1015056	50	-282.48655
chr18	1015366	1016063	1015711	50	-332.67269
chr18	1016081	1016710	1016391	50	-405.21907
chr18	1016711	1017422	1017041	50	-301.95398
chr18	1017488	1018250	1017861	50	-311.77070
chr18	1018257	1018910	1018607	50	-285.73151
chr18	1018912	1019705	1019270	50	-414.83190
chr18	1019706	1020353	1020094	50	-267.53875
chr18	1020356	1021432	1020901	50	-344.88210
chr18	1021436	1022018	1021689	50	-285.41420
chr18	1022041	1022585	1022333	50	-353.56588
chr18	1022586	1023420	1023014	50	-344.26720
chr18	1023423	1023934	1023700	50	-305.94282
chr18	1023982	1024797	1024499	50	-321.63230
chr18	1024804	1025453	1025090	50	-414.19681
chr18	1025454	1025923	1025721	50	-333.32991
chr18	1025941	1026406	1026189	50	-347.58736
chr18	1026409	1027050	1026858	50	-372.25259
chr18	1027051	1028010	1027505	50	-331.50994
chr18	1028018	1028722	1028349	50	-330.15418
chr18	1028724	1029280	1029010	50	-416.96569
chr18	1029286	1030074	1029714	50	-392.39651
chr18	1030209	1030675	1030451	50	-412.55493
chr18	1030677	1031476	1031053	50	-499.67977
chr18	1031477	1032225	1031804	50	-336.78934
chr18	1032235	1032836	1032532	50	-541.27633
chr18	1032850	1033486	1033157	50	-381.46195
chr18	1033494	1034184	1033853	50	-357.00505
chr18	1034187	1034752	1034468	50	-294.96030
chr18	1034757	1035661	1035158	50	-464.19136
chr18	1035664	1036303	1035956	50	-610.62279
chr18	1036327	1036928	1036696	50	-453.36455
chr18	1036938	1038417	1037775	50	-418.42697
chr18	1038422	1039138	1038813	50	-416.52077
chr18	1039159	1039694	1039446	50	-371.50482
chr18	1039698	1040208	1040020	50	-391.79021
chr18	1040209	1040771	1040506	50	-506.77111
chr18	1040780	1041419	1041207	50	-640.99836
chr18	1041423	1042082	1041722	50	-546.00142
chr18	1042084	1042603	1042293	50	-319.88668
chr18	1042604	1043177	1042916	50	-318.57655
chr18	1043179	1043750	1043480	50	-495.16068
chr18	1043751	1044586	1044007	50	-371.16584
chr18	1044609	1045322	1045096	50	-432.28821
chr18	1045328	1045717	1045463	50	-429.74099
chr18	1045718	1046245	1045965	50	-388.66046
chr18	1046249	1046962	1046565	50	-324.20042
chr18	1047067	1047593	1047375	50	-386.48057
chr18	1047613	1048351	1047989	50	-517.80901
chr18	1048354	1048810	1048632	50	-446.52753
chr18	1048811	1049217	1049021	50	-499.39928
chr18	1049225	1049651	1049458	50	-392.60680
chr18	1049670	1050029	1049881	50	-408.55022
chr18	1050036	1050713	1050337	50	-393.75721
chr18	1050720	1051056	1050882	50	-363.58997
chr18	1051058	1051661	1051378	50	-385.76739
chr18	1051683	1052579	1052170	50	-511.12315
chr18	1052588	1053174	1052931	50	-272.90517
chr18	1053175	1054030	1053551	50	-221.30502
chr18	1054037	1054780	1054249	50	-276.17448
chr18	1054790	1055669	1055430	50	-449.00738
chr18	1055671	1056215	1055974	50	-316.22028
chr18	1056220	1056873	1056557	50	-447.85033
chr18	1056874	1057533	1057290	50	-345.72773
chr18	1057537	1058157	1057902	50	-307.82493
chr18	1058158	1059350	1058688	50	-344.25476
chr18	1059413	1060298	1059882	50	-271.64193
chr18	1060300	1060892	1060617	50	-385.61883
chr18	1060898	1061385	1061151	50	-423.28716
chr18	1061388	1062040	1061668	50	-302.64008
chr18	1062060	1062540	1062274	50	-393.91750
chr18	1062593	1063950	1063417	50	-474.98554
chr18	1063959	1064335	1064141	50	-382.55030
chr18	1064337	1064719	1064529	50	-371.10643
chr18	1064722	1065243	1065002	50	-323.39144
chr18	1065246	1065723	1065466	50	-330.67518
chr18	1065733	1066638	1066152	50	-295.22126
chr18	1066641	1067535	1067201	50	-302.38558
chr18	1067563	1068220	1067898	50	-404.06874
chr18	1068222	1068716	1068494	50	-374.12848
chr18	1068757	1070249	1069374	50	-434.08824
chr18	1070262	1071046	1070592	50	-385.86670
chr18	1071047	1071603	1071356	50	-285.01287
chr18	1071636	1072306	1072039	50	-297.56681
chr18	1072314	1072793	1072567	50	-341.92041
chr18	1072796	1073553	1073124	50	-287.63955
chr18	1073556	1074215	1073823	50	-445.86006
chr18	1074225	1074756	1074454	50	-289.58493
chr18	1074777	1075454	1075225	50	-519.03098
chr18	1075485	1076285	1075826	50	-548.59009
chr18	1076297	1076837	1076598	50	-469.15333
chr18	1076843	1077368	1077056	50	-320.12932
chr18	1077370	1077875	1077653	50	-378.29092
chr18	1077876	1078332	1078109	50	-349.48446
chr18	1078337	1078900	1078552	50	-290.84961
